date,open,high,low,close,volume
1996-05-22,4.9261,4.9526,4.8819,4.9349,3234375
1996-05-23,4.9525,5.0673,4.9172,5.0055,3198935
1996-05-24,5.0055,5.0408,4.9878,5.0143,2368501
1996-05-28,5.0231,5.1555,5.0231,5.1202,3756941
1996-05-29,5.1291,5.1555,5.032,5.0408,4196646
1996-05-30,5.0408,5.0584,4.9966,5.0496,4357261
1996-05-31,5.2174,5.3409,5.1555,5.3321,10246559
1996-06-03,5.3057,5.4381,5.2792,5.4116,4916467
1996-06-04,5.4381,5.4734,5.3586,5.3895,3974333
1996-06-05,5.3674,5.438,5.3409,5.4292,2501034
1996-06-06,5.4557,5.4734,5.3057,5.3145,3642421
1996-06-07,5.2097,5.3322,5.1909,5.3145,4983440
1996-06-10,5.3144,5.3144,5.235,5.235,2571270
1996-06-11,5.2527,5.3587,5.2262,5.3145,2991036
1996-06-12,5.3939,5.491,5.3586,5.4204,4691023
1996-06-13,5.4204,5.4204,5.2791,5.2968,4381230
1996-06-14,5.288,5.2968,5.1379,5.1556,4329800
1996-06-17,5.1644,5.1732,5.0319,5.0849,4997214
1996-06-18,5.085,5.0938,4.9614,4.9702,4239945
1996-06-19,4.9966,5.0673,4.9702,5.0408,5045037
1996-06-20,5.0496,5.0761,4.9613,5.0231,5213246
1996-06-21,5.0408,5.0585,4.9702,5.0408,3831605
1996-06-24,5.0408,5.2439,5.032,5.1986,4084685
1996-06-25,5.2261,5.2614,5.0937,5.1467,2458714
1996-06-26,5.1555,5.1555,5.0231,5.1202,4179326
1996-06-27,5.1114,5.2261,5.054,5.2173,3266858
1996-06-28,5.235,5.2526,5.1732,5.1864,2277797
1996-07-01,5.2085,5.3233,5.182,5.3056,2473120
1996-07-02,5.2879,5.3597,5.2614,5.2791,3647784
1996-07-03,5.2703,5.2968,5.1997,5.288,4289431
1996-07-05,5.1556,5.2615,5.085,5.0938,2790173
1996-07-08,5.1026,5.2615,5.085,5.1556,4594388
1996-07-09,5.2173,5.2438,5.1643,5.182,2539388
1996-07-10,5.1555,5.1644,5.0496,5.1467,6475834
1996-07-11,5.0585,5.085,4.8466,4.9084,10290266
1996-07-12,5.0055,5.0695,4.9526,5.032,10002076
1996-07-15,4.979,5.0055,4.8466,4.8819,6898724
1996-07-16,4.8466,4.9525,4.5288,4.9437,14178193
1996-07-17,5.2261,5.2438,4.9966,5.0584,14091530
1996-07-18,5.0937,5.1379,5.0319,5.1202,5661854
1996-07-19,5.1026,5.1821,5.0585,5.1379,5382683
1996-07-22,5.1291,5.1379,5.0849,5.1026,3688844
1996-07-23,5.1379,5.1379,4.8731,4.9084,7459638
1996-07-24,4.6877,4.9614,4.6623,4.8731,9451837
1996-07-25,4.989,5.1026,4.9261,5.0938,5288865
1996-07-26,5.1291,5.2526,5.1114,5.2438,5852603
1996-07-29,5.2261,5.3056,5.1467,5.1467,5013476
1996-07-30,5.2033,5.274,5.1635,5.2563,4167374
1996-07-31,5.2662,5.327,5.2386,5.3093,4537582
1996-08-01,5.327,5.444,5.2916,5.4418,5733707
1996-08-02,5.5125,5.592,5.5025,5.5655,7595597
1996-08-05,5.5655,5.6273,5.5213,5.5213,4283090
1996-08-06,5.4948,5.645,5.4771,5.645,4579707
1996-08-07,5.6714,5.8393,5.6538,5.8205,7757764
1996-08-08,5.7775,5.8051,5.6891,5.7068,6113506
1996-08-09,5.6449,5.8393,5.6184,5.8216,8580738
